label_id,claim_id,dataset_partition,gold_disposition,gold_primary_rule_id,gold_acceptable_primary_rule_ids,gold_applicable_decision_rule_ids,gold_follow_up_question_ids,gold_manual_review_reason,gold_evidence_assessment,gold_next_agent_action,gold_requires_manual_analyst_review,gold_reason_summary,label_status,label_version,label_snapshot_date
GTL-000176,CLM-000064,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000177,CLM-000065,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000178,CLM-000066,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000179,CLM-000067,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000180,CLM-000068,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000181,CLM-000069,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000182,CLM-000070,HELD_OUT_EVALUATION,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000183,CLM-000082,HELD_OUT_EVALUATION,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000184,CLM-000083,HELD_OUT_EVALUATION,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000185,CLM-000084,HELD_OUT_EVALUATION,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000186,CLM-000085,HELD_OUT_EVALUATION,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000187,CLM-000095,HELD_OUT_EVALUATION,INFO_REQUIRED,CLM-001,CLM-001,CLM-001,FUP-004,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,The incident category is not sufficiently clear to assess plan coverage or select the evidence profile.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000188,CLM-000096,HELD_OUT_EVALUATION,INFO_REQUIRED,CLM-001,CLM-001,CLM-001,FUP-004,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,The incident category is not sufficiently clear to assess plan coverage or select the evidence profile.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000189,CLM-000097,HELD_OUT_EVALUATION,INFO_REQUIRED,CLM-001,CLM-001,CLM-001,FUP-004,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,The incident category is not sufficiently clear to assess plan coverage or select the evidence profile.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000190,CLM-000106,HELD_OUT_EVALUATION,INFO_REQUIRED,DEV-001,DEV-001,DEV-001,FUP-003,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The claim does not provide a usable device identifier, so the covered device cannot be confirmed.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000191,CLM-000107,HELD_OUT_EVALUATION,INFO_REQUIRED,DEV-001,DEV-001,DEV-001,FUP-003,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The claim does not provide a usable device identifier, so the covered device cannot be confirmed.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000192,CLM-000108,HELD_OUT_EVALUATION,INFO_REQUIRED,DEV-001,DEV-001,DEV-001,FUP-003,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The claim does not provide a usable device identifier, so the covered device cannot be confirmed.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000193,CLM-000115,HELD_OUT_EVALUATION,INFO_REQUIRED,DEV-001,DEV-001,DEV-001,FUP-003,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The customer reference resolves uniquely to a policy, but the claim lacks a usable device identifier for covered-device validation.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000194,CLM-000116,HELD_OUT_EVALUATION,INFO_REQUIRED,DEV-001,DEV-001,DEV-001,FUP-003,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The customer reference resolves uniquely to a policy, but the claim lacks a usable device identifier for covered-device validation.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000195,CLM-000128,HELD_OUT_EVALUATION,INFO_REQUIRED,EVD-001,EVD-001,EVD-001,FUP-013,,MISSING_REQUIRED_EVIDENCE,REQUEST_TARGETED_INFORMATION,False,A required evidence item for the identified claim category has not been supplied.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000196,CLM-000129,HELD_OUT_EVALUATION,INFO_REQUIRED,EVD-001,EVD-001,EVD-001,FUP-009,,MISSING_REQUIRED_EVIDENCE,REQUEST_TARGETED_INFORMATION,False,A required evidence item for the identified claim category has not been supplied.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000197,CLM-000130,HELD_OUT_EVALUATION,INFO_REQUIRED,EVD-001,EVD-001,EVD-001,FUP-012,,UNREADABLE_REQUIRED_EVIDENCE,REQUEST_TARGETED_INFORMATION,False,A required evidence item was submitted but is unreadable or invalid; a clear replacement is needed.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000198,CLM-000141,HELD_OUT_EVALUATION,MANUAL_REVIEW,DEV-002,DEV-002,DEV-002,,DEVICE_MISMATCH,NOT_DECISIVE_DEVICE_MISMATCH,ROUTE_TO_MANUAL_REVIEW,True,The supplied device identifier does not match the device enrolled on the policy; a human must assess potential input or data-sync issues.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000199,CLM-000142,HELD_OUT_EVALUATION,MANUAL_REVIEW,DEV-002,DEV-002,DEV-002,,DEVICE_MISMATCH,NOT_DECISIVE_DEVICE_MISMATCH,ROUTE_TO_MANUAL_REVIEW,True,The supplied device identifier does not match the device enrolled on the policy; a human must assess potential input or data-sync issues.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000200,CLM-000143,HELD_OUT_EVALUATION,MANUAL_REVIEW,DEV-002,DEV-002,DEV-002,,DEVICE_MISMATCH,NOT_DECISIVE_DEVICE_MISMATCH,ROUTE_TO_MANUAL_REVIEW,True,The supplied device identifier does not match the device enrolled on the policy; a human must assess potential input or data-sync issues.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000201,CLM-000152,HELD_OUT_EVALUATION,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000202,CLM-000153,HELD_OUT_EVALUATION,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000203,CLM-000160,HELD_OUT_EVALUATION,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000204,CLM-000161,HELD_OUT_EVALUATION,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000205,CLM-000168,HELD_OUT_EVALUATION,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000206,CLM-000169,HELD_OUT_EVALUATION,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000207,CLM-000174,HELD_OUT_EVALUATION,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Submitted customer and policy identifiers conflict with authoritative policy records and require analyst resolution.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000208,CLM-000175,HELD_OUT_EVALUATION,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Submitted customer and policy identifiers conflict with authoritative policy records and require analyst resolution.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000209,CLM-000179,HELD_OUT_EVALUATION,MANUAL_REVIEW,EXC-002,EXC-002,EXC-002,,POLICY_EXCEPTION,EXCLUSION_UNRESOLVED,ROUTE_TO_MANUAL_REVIEW,True,The facts suggest a possible exclusion but do not establish it conclusively; qualified human judgement is required.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000210,CLM-000182,HELD_OUT_EVALUATION,MANUAL_REVIEW,ANM-001,ANM-001,ANM-001,,POTENTIAL_DUPLICATE,SUFFICIENT_WITH_RELATED_CLAIM_PATTERN,ROUTE_TO_MANUAL_REVIEW,True,A recent related claim pattern requires analyst review; the signal must not be interpreted as a fraud conclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000211,CLM-000185,HELD_OUT_EVALUATION,MANUAL_REVIEW,ANM-001,ANM-001,ANM-001,,HIGH_COST_EXCEPTION,SUFFICIENT_WITH_HIGH_COST_EXCEPTION,ROUTE_TO_MANUAL_REVIEW,True,"The repair estimate exceeds the configured device-value review threshold; this is a routing signal, not a denial reason.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000212,CLM-000194,HELD_OUT_EVALUATION,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000213,CLM-000195,HELD_OUT_EVALUATION,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000214,CLM-000202,HELD_OUT_EVALUATION,NOT_ELIGIBLE,ELG-002,ELG-002,ELG-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000215,CLM-000203,HELD_OUT_EVALUATION,NOT_ELIGIBLE,ELG-002,ELG-002|LIM-001,ELG-002|LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000216,CLM-000209,HELD_OUT_EVALUATION,NOT_ELIGIBLE,LIM-001,LIM-001,LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum number of allowed claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000217,CLM-000212,HELD_OUT_EVALUATION,NOT_ELIGIBLE,LIM-002,LIM-002,LIM-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum permitted theft claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000218,CLM-000217,HELD_OUT_EVALUATION,NOT_ELIGIBLE,EXC-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,Loss is a verified product-wide exclusion for all DeviceProtect plans.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000219,CLM-000219,HELD_OUT_EVALUATION,NOT_ELIGIBLE,EXC-001,EXC-001,EXC-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,"The claim narrative explicitly establishes intentional damage, which is a verified policy exclusion.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000220,CLM-000220,HELD_OUT_EVALUATION,NOT_ELIGIBLE,EXC-001,EXC-001,EXC-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,"The claim narrative explicitly establishes intentional damage, which is a verified policy exclusion.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
