claim_id,case_created_date,claim_submission_channel,claim_language,policy_id_provided,customer_id_provided,claimed_device_identifier,reported_incident_date,claim_category_selected,requested_service_type,evidence_bundle_id,customer_statement,intake_record_status,record_snapshot_date
CLM-000066,2026-02-28,CONTACT_CENTER,EN,POL-00108,CUS-0044,DVC-00000108,2026-02-25,MECHANICAL_BREAKDOWN,REPAIR,EBND-000066,The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue.,SUBMITTED,2026-06-23
CLM-000067,2026-02-17,WEB_PORTAL,EN,POL-00085,CUS-0070,DVC-00000085,2026-02-16,SCREEN_DAMAGE,REPAIR,EBND-000067,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. The device reference is DVC-00000085.,SUBMITTED,2026-06-23
CLM-000068,2025-10-14,CONTACT_CENTER,EN,POL-00099,CUS-0034,DVC-00000099,2025-10-11,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000068,The device was accidentally dropped and now the casing is bent and the camera area is damaged. Please help with a repair request.,SUBMITTED,2026-06-23
CLM-000069,2025-10-14,MOBILE_APP,EN,POL-00025,CUS-0067,DVC-00000025,2025-10-06,LIQUID_DAMAGE,UNSPECIFIED,EBND-000069,My phone was exposed to water and it has not been charging properly since then. I am requesting a damage assessment. I have included the supporting documents available to me.,SUBMITTED,2026-06-23
CLM-000070,2026-04-10,CONTACT_CENTER,EN,POL-00073,CUS-0075,DVC-00000073,2026-04-07,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000070,My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. The device reference is DVC-00000073.,SUBMITTED,2026-06-23
CLM-000082,2026-01-05,MOBILE_APP,EN,POL-00115,CUS-0068,DVC-00000115,,ACCIDENTAL_DAMAGE,REPAIR,EBND-000082,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. I am unable to confirm the exact date when it happened.,SUBMITTED,2026-06-23
CLM-000083,2026-06-15,CONTACT_CENTER,EN,POL-00019,CUS-0018,DVC-00000019,,SCREEN_DAMAGE,REPAIR,EBND-000083,I dropped the phone while getting out of my car and the screen is badly cracked. Please help; I would like help getting it repaired. I am unable to confirm the exact date when it happened.,SUBMITTED,2026-06-23
CLM-000084,2026-04-11,CONTACT_CENTER,EN,POL-00100,CUS-0018,DVC-00000100,,MECHANICAL_BREAKDOWN,REPAIR,EBND-000084,The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. I am unable to confirm the exact date when it happened.,SUBMITTED,2026-06-23
CLM-000085,2026-05-15,WEB_PORTAL,EN,POL-00021,CUS-0050,DVC-00000021,,SCREEN_DAMAGE,REPAIR,EBND-000085,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. I am unable to confirm the exact date when it happened.",SUBMITTED,2026-06-23
CLM-000095,2026-04-07,MOBILE_APP,EN,POL-00037,CUS-0036,DVC-00000037,2026-04-04,UNSPECIFIED,UNSPECIFIED,EBND-000095,"I need help with my phone. Something happened to it and it now has several issues, but I do not know how to classify the problem.",SUBMITTED,2026-06-23
CLM-000096,2026-02-25,CONTACT_CENTER,EN,POL-00038,CUS-0007,DVC-00000038,2026-02-25,UNSPECIFIED,UNSPECIFIED,EBND-000096,"I need help with my phone. Something happened to it and it now has several issues, but I do not know how to classify the problem.",SUBMITTED,2026-06-23
CLM-000097,2026-06-06,CONTACT_CENTER,EN,POL-00066,CUS-0061,DVC-00000066,2026-06-03,UNSPECIFIED,UNSPECIFIED,EBND-000097,My registered phone is not working properly after an incident. It needs to be assessed and I am not sure which claim option to choose.,SUBMITTED,2026-06-23
CLM-000106,2026-06-02,CONTACT_CENTER,EN,POL-00115,CUS-0068,,2026-05-30,SCREEN_DAMAGE,UNSPECIFIED,EBND-000106,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front. I do not have the device identifier with me right now.",SUBMITTED,2026-06-23
CLM-000107,2026-02-13,MOBILE_APP,EN,POL-00051,CUS-0089,,2026-02-07,SCREEN_DAMAGE,REPAIR,EBND-000107,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. I do not have the device identifier with me right now.,SUBMITTED,2026-06-23
CLM-000108,2026-04-03,MOBILE_APP,EN,POL-00084,CUS-0068,,2026-04-03,SCREEN_DAMAGE,REPAIR,EBND-000108,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. I do not have the device identifier with me right now.,SUBMITTED,2026-06-23
CLM-000115,2025-12-02,MOBILE_APP,EN,,CUS-0056,,2025-11-29,ACCIDENTAL_DAMAGE,UNSPECIFIED,EBND-000115,The device was accidentally dropped and now the casing is bent and the camera area is damaged. Please help with a repair request. I cannot find my plan or device reference at the moment.,SUBMITTED,2026-06-23
CLM-000116,2026-06-21,CONTACT_CENTER,EN,,CUS-0080,,2026-06-21,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000116,My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. I cannot find my plan or device reference at the moment.,SUBMITTED,2026-06-23
CLM-000128,2026-05-30,MOBILE_APP,EN,POL-00046,CUS-0085,DVC-00000046,2026-05-23,THEFT,REPLACEMENT,EBND-000128,My phone was stolen while I was travelling. Please advise how to submit a claim for the covered device. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000129,2026-04-11,CONTACT_CENTER,EN,POL-00046,CUS-0085,DVC-00000046,2026-04-03,LIQUID_DAMAGE,REPLACEMENT,EBND-000129,The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000130,2026-06-22,CONTACT_CENTER,EN,POL-00039,CUS-0033,DVC-00000039,2026-06-22,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000130,The phone's power button and charging function stopped working during normal use. I would like a repair assessment. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000141,2026-05-06,MOBILE_APP,EN,POL-00063,CUS-0064,DVC-00000099,2026-04-29,ACCIDENTAL_DAMAGE,REPAIR,EBND-000141,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. The device reference I entered is DVC-00000099.,SUBMITTED,2026-06-23
CLM-000142,2026-06-08,CONTACT_CENTER,EN,POL-00035,CUS-0037,DVC-00000042,2026-06-05,LIQUID_DAMAGE,REPLACEMENT,EBND-000142,I spilled a drink near the device and it stopped working normally afterward. The screen flickers and the speaker sounds distorted. The device reference I entered is DVC-00000042.,SUBMITTED,2026-06-23
CLM-000143,2026-05-05,MOBILE_APP,EN,POL-00080,CUS-0063,DVC-00000049,2026-05-05,MECHANICAL_BREAKDOWN,REPAIR,EBND-000143,The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. The device reference I entered is DVC-00000049.,SUBMITTED,2026-06-23
CLM-000152,2026-03-21,WEB_PORTAL,EN,POL-00031,CUS-0020,DVC-00000031,2026-03-17,SCREEN_DAMAGE,REPAIR,EBND-000152,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. The incident happened on March 19, 2026.",SUBMITTED,2026-06-23
CLM-000153,2026-04-08,CONTACT_CENTER,EN,POL-00031,CUS-0020,DVC-00000031,2026-04-01,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000153,"My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. The incident happened on April 3, 2026.",SUBMITTED,2026-06-23
CLM-000160,2026-01-23,WEB_PORTAL,EN,POL-00100,CUS-0018,DVC-00000100,2026-01-19,SCREEN_DAMAGE,UNSPECIFIED,EBND-000160,"The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. I selected screen damage in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000161,2026-06-22,WEB_PORTAL,EN,POL-00111,CUS-0035,DVC-00000111,2026-06-19,MECHANICAL_BREAKDOWN,REPAIR,EBND-000161,"My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. I selected mechanical breakdown in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000168,2026-06-22,CONTACT_CENTER,EN,,CUS-0049,,2026-06-20,SCREEN_DAMAGE,REPAIR,EBND-000168,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front. I have more than one covered device and I am not sure which plan is linked to this request.",SUBMITTED,2026-06-23
CLM-000169,2026-03-24,MOBILE_APP,EN,,CUS-0021,,2026-03-18,LIQUID_DAMAGE,UNSPECIFIED,EBND-000169,I spilled a drink near the device and it stopped working normally afterward. The screen flickers and the speaker sounds distorted. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000174,2025-09-12,WEB_PORTAL,EN,POL-00055,CUS-0022,DVC-00000055,2025-09-04,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000174,The phone's power button and charging function stopped working during normal use. I would like a repair assessment.,SUBMITTED,2026-06-23
CLM-000175,2026-06-09,MOBILE_APP,EN,POL-00098,CUS-0031,DVC-00000098,2026-06-06,SCREEN_DAMAGE,REPAIR,EBND-000175,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front.",SUBMITTED,2026-06-23
CLM-000179,2025-10-06,WEB_PORTAL,EN,POL-00029,CUS-0055,DVC-00000029,2025-10-01,ACCIDENTAL_DAMAGE,UNSPECIFIED,EBND-000179,The phone was damaged in unusual circumstances and I cannot clearly confirm whether it was accidental.,SUBMITTED,2026-06-23
CLM-000182,2026-03-27,MOBILE_APP,EN,POL-00061,CUS-0100,DVC-00000061,2026-03-21,SCREEN_DAMAGE,REPAIR,EBND-000182,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. This may be related to a recent request for the same device, so please review the history.",SUBMITTED,2026-06-23
CLM-000185,2026-06-19,MOBILE_APP,EN,POL-00035,CUS-0037,DVC-00000035,2026-06-12,ACCIDENTAL_DAMAGE,REPAIR,EBND-000185,"I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. The service centre advised that the repair may be unusually expensive, and I have included the estimate.",SUBMITTED,2026-06-23
CLM-000194,2026-04-16,MOBILE_APP,EN,POL-00065,CUS-0022,DVC-00000065,2026-04-09,LOSS,UNSPECIFIED,EBND-000194,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000195,2026-06-22,CONTACT_CENTER,EN,POL-00114,CUS-0009,DVC-00000114,2026-06-22,LOSS,UNSPECIFIED,EBND-000195,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000202,2026-05-27,CONTACT_CENTER,EN,POL-00004,CUS-0019,DVC-00000004,2026-05-25,SCREEN_DAMAGE,REPAIR,EBND-000202,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading.",SUBMITTED,2026-06-23
CLM-000203,2025-09-19,WEB_PORTAL,EN,POL-00049,CUS-0094,DVC-00000049,2025-09-13,LIQUID_DAMAGE,REPAIR,EBND-000203,The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim.,SUBMITTED,2026-06-23
CLM-000209,2026-06-13,MOBILE_APP,EN,POL-00107,CUS-0049,DVC-00000107,2026-06-11,SCREEN_DAMAGE,UNSPECIFIED,EBND-000209,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired.,SUBMITTED,2026-06-23
CLM-000212,2025-12-09,MOBILE_APP,EN,POL-00077,CUS-0047,DVC-00000077,2025-12-05,THEFT,REPLACEMENT,EBND-000212,My phone was stolen while I was travelling. Please advise how to submit a claim for the covered device.,SUBMITTED,2026-06-23
CLM-000217,2026-04-09,CONTACT_CENTER,EN,POL-00062,CUS-0097,DVC-00000062,2026-04-07,LOSS,REPLACEMENT,EBND-000217,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000219,2025-12-18,CONTACT_CENTER,EN,POL-00037,CUS-0036,DVC-00000037,2025-12-14,SCREEN_DAMAGE,UNSPECIFIED,EBND-000219,I intentionally damaged the device during an argument and now need it repaired.,SUBMITTED,2026-06-23
CLM-000220,2026-06-08,WEB_PORTAL,EN,POL-00052,CUS-0050,DVC-00000052,2026-05-31,SCREEN_DAMAGE,UNSPECIFIED,EBND-000220,I intentionally damaged the device during an argument and now need it repaired.,SUBMITTED,2026-06-23
