claim_id,workflow_status,gold_disposition,predicted_disposition,disposition_match,gold_primary_rule_id,gold_acceptable_primary_rule_ids,predicted_triggering_rule_id,primary_rule_exact_match,primary_rule_acceptable_match,deterministic_outcome,final_matches_deterministic_outcome,deterministic_rule,final_matches_deterministic_rule,authority_guardrail_status,content_safety_status,content_safety_fallback_used,gold_follow_up_question_ids,predicted_follow_up_question_ids,follow_up_exact_match,predicted_follow_up_required,predicted_follow_up_selection_status,decision_support_only,workflow_trace
CLM-000037,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000038,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000039,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000040,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000041,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000042,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000043,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000044,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000045,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000046,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000047,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000048,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000049,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000050,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000051,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000052,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000053,COMPLETED,PROCEED,PROCEED,True,OUT-001,['OUT-001'],OUT-001,True,True,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000071,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000072,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000073,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000074,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000075,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000076,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000077,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000078,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000079,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000080,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000081,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,ELG-001,['ELG-001'],ELG-001,True,True,INFO_REQUIRED,True,ELG-001,True,ALIGNED,SAFE,False,['FUP-002'],['FUP-002'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000086,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000087,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000088,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000089,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000090,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000091,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000092,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000093,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000094,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,CLM-001,['CLM-001'],CLM-001,True,True,INFO_REQUIRED,True,CLM-001,True,ALIGNED,SAFE,False,['FUP-004'],['FUP-004'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000098,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000099,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000100,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000101,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000102,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000103,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000104,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000105,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
